calendar,wet,gain,pct,scenario
775.4826059077905,1755.5597888674376,980.0771829596472,126.38287119442937,Nonnegative marginal response
346.7764870040056,1747.989267077094,1401.2127800730882,404.0679897818166,Model-implied unconstrained response
