CountyName,Year,loading_kgha,loading_kgha_fullarea,load_kg,flow_mm,months_available,mean_coverage_frac,min_coverage_frac,county_area_ha,FWMC_mgL,complete_year,load_tonnes,precipmm,mean_n_stations,NS,CN,MN,FN,GN,corng_ha,soy_ha,tile_ha,tile_frac,loading_kgha_lag1,loading_kgha_lag2,loading_kgha_lag3,NS_lag1,NS_lag2,NS_lag3,precipmm_lag1,precipmm_lag2,precipmm_lag3
Buena Vista,2016,49.359253946306445,49.35925394630641,7418488.270831432,381.992221882494,12,0.9999999999999992,0.9999999999999992,150295.7941564788,12.92153376921115,True,7418.488270831433,1032.7666666666667,3.0,22.9,77.7,41.9,102.1,198.8,167600.0,138400.0,105081.576132,0.6991651145114246,71.96537600435968,33.23000398107893,35.90757993863448,20.5,33.5,44.2,928.2666666666667,864.5666666666666,664.1666666666666
Buena Vista,2017,25.841670488236034,25.841670488236012,3883894.388359473,238.0179688880163,12,0.9999999999999992,0.9999999999999992,150295.7941564788,10.857025042674039,True,3883.894388359473,648.6333333333333,3.0,27.1,79.1,39.8,95.8,187.6,163600.0,142700.0,105081.576132,0.6991651145114246,49.359253946306445,71.96537600435968,33.23000398107893,22.9,20.5,33.5,1032.7666666666667,928.2666666666667,864.5666666666666
Buena Vista,2018,40.75468791582938,40.754687915829344,6125258.185909022,416.07645864327077,12,0.9999999999999992,0.9999999999999992,150295.7941564788,9.794999709601694,True,6125.258185909021,1076.5,2.0,21.9,71.2,44.4,94.2,187.9,161400.0,142300.0,105081.576132,0.6991651145114246,25.841670488236034,49.359253946306445,71.96537600435968,27.1,22.9,20.5,648.6333333333333,1032.7666666666667,928.2666666666667
Buena Vista,2019,32.672807085049335,32.672807085049314,4910585.488168914,436.6043446559653,12,0.9999999999999992,0.9999999999999992,150295.7941564788,7.483390278856431,True,4910.585488168914,977.8,2.0,25.7,72.0,49.6,85.4,181.3,166400.0,135800.0,105081.576132,0.6991651145114246,40.75468791582938,25.841670488236034,49.359253946306445,21.9,27.1,22.9,1076.5,648.6333333333333,1032.7666666666667
Butler,2001,32.95082470109742,21.816116400735442,3285640.955005361,350.4988361610047,12,0.7408649126079401,0.6544865501439205,150606.13422903258,9.401122429394078,True,3285.640955005361,869.7,5.0,1.4,59.7,25.4,70.3,154.0,137200.0,133900.0,82003.952296,0.5444927772416853,12.73568918600861,,,16.2,,,820.0,,
Butler,2002,9.853707881480323,9.853707881480307,1484028.8518518992,136.82034605385994,12,0.9999999999999986,0.9999999999999984,150606.13422903258,7.201931705099889,True,1484.0288518518992,832.38,5.0,-3.9,59.5,26.6,78.6,168.6,140500.0,124300.0,82003.952296,0.5444927772416853,32.95082470109742,12.73568918600861,,1.4,16.2,,869.7,820.0,
Butler,2003,15.706462668486823,15.7064626684868,2365489.624913412,161.7903969331429,12,0.9999999999999986,0.9999999999999984,150606.13422903258,9.707907864876091,True,2365.489624913412,844.88,5.0,-1.8,66.8,28.3,15.4,112.3,145500.0,125400.0,82003.952296,0.5444927772416853,9.853707881480323,32.95082470109742,12.73568918600861,-3.9,1.4,16.2,832.38,869.7,820.0
Butler,2004,22.608925664701495,22.608925664701456,3405042.8934322465,276.3864610205167,12,0.9999999999999986,0.9999999999999984,150606.13422903258,8.180185665108679,True,3405.0428934322467,968.9599999999999,5.0,1.8,70.4,29.4,73.9,171.9,156000.0,120500.0,82003.952296,0.5444927772416853,15.706462668486823,9.853707881480323,32.95082470109742,-1.8,-3.9,1.4,844.88,832.38,869.7
Butler,2005,24.54883475742991,24.548834757429876,3697205.1026438237,246.39415223607637,12,0.9999999999999986,0.9999999999999984,150606.13422903258,9.963237574692544,True,3697.205102643824,966.7,5.0,14.5,78.5,31.6,82.4,178.0,157000.0,117900.0,82003.952296,0.5444927772416853,22.608925664701495,15.706462668486823,9.853707881480323,1.8,-1.8,-3.9,968.9599999999999,844.88,832.38
Butler,2006,23.32726623632534,23.3272662363253,3513229.389984389,209.45216321432648,12,0.9999999999999986,0.9999999999999984,150606.13422903258,11.137276349089413,True,3513.229389984389,919.52,5.0,13.9,71.2,34.7,79.4,171.4,154200.0,119600.0,82003.952296,0.5444927772416853,24.54883475742991,22.608925664701495,15.706462668486823,14.5,1.8,-1.8,966.7,968.9599999999999,844.88
Butler,2007,41.036140616463435,41.03614061646336,6180294.501924539,415.56612188362175,12,0.9999999999999986,0.9999999999999984,150606.13422903258,9.87475601486964,True,6180.294501924539,1266.7,5.0,23.3,86.9,38.2,59.2,161.0,184000.0,88300.0,82003.952296,0.5444927772416853,23.32726623632534,24.54883475742991,22.608925664701495,13.9,14.5,1.8,919.52,966.7,968.9599999999999
Butler,2008,44.04128305752593,42.370815389642715,6381304.70996609,497.1354344725514,12,0.7677680433644376,0.21469500952921222,150606.13422903258,8.859011046809139,True,6381.30470996609,1157.6,5.0,28.3,87.4,39.1,60.8,159.0,161500.0,104300.0,82003.952296,0.5444927772416853,41.036140616463435,23.32726623632534,24.54883475742991,23.3,13.9,14.5,1266.7,919.52,966.7
Butler,2009,26.20397071458429,22.299028883646425,3358370.5372275286,372.5389717495161,12,0.803673752382302,0.21469500952921222,150606.13422903258,7.033887110259982,True,3358.3705372275285,1074.46,5.0,10.6,73.9,37.7,60.9,161.9,174000.0,105900.0,82003.952296,0.5444927772416853,44.04128305752593,41.036140616463435,23.32726623632534,28.3,23.3,13.9,1157.6,1266.7,919.52
Butler,2010,29.207183345434498,29.20718334543445,4398780.975374467,437.50891881154973,12,0.9999999999999986,0.9999999999999984,150606.13422903258,6.675791530095651,True,4398.780975374467,1110.32,5.0,18.0,76.1,38.5,76.9,173.5,168500.0,109700.0,82003.952296,0.5444927772416853,26.20397071458429,44.04128305752593,41.036140616463435,10.6,28.3,23.3,1074.46,1157.6,1266.7
Butler,2011,20.721024817593616,20.721024817593584,3120713.445041615,293.0185742086491,12,0.9999999999999986,0.9999999999999984,150606.13422903258,7.071573832326015,True,3120.713445041615,838.7,4.666666666666667,38.1,101.0,39.4,71.9,174.2,177900.0,100300.0,82003.952296,0.5444927772416853,29.207183345434498,26.20397071458429,44.04128305752593,18.0,10.6,28.3,1110.32,1074.46,1157.6
Butler,2012,3.4625763424618885,3.4518261247952093,519866.18868618866,72.0641979991511,12,0.9640942909821342,0.5691314917856272,150606.13422903258,4.804849618256594,True,519.8661886861887,677.925,4.0,57.2,95.1,40.2,42.2,120.3,174300.0,100500.0,82003.952296,0.5444927772416853,20.721024817593616,29.207183345434498,26.20397071458429,38.1,18.0,10.6,838.7,1110.32,1074.46
Butler,2013,43.95824852399204,43.95824852399197,6620381.877677507,349.160978671797,12,0.9999999999999986,0.9999999999999984,150606.13422903258,12.589679606011114,True,6620.381877677507,1214.5,4.0,29.6,90.7,38.7,62.8,162.6,171100.0,102000.0,82003.952296,0.5444927772416853,3.4625763424618885,20.721024817593616,29.207183345434498,57.2,38.1,18.0,677.925,838.7,1110.32
Butler,2014,24.909008086911335,24.9090080869113,3751449.4154494214,319.7416599343834,12,0.9999999999999986,0.9999999999999984,150606.13422903258,7.790354279146203,True,3751.4494154494214,1002.0500000000001,4.0,17.6,76.7,36.2,57.7,153.0,170300.0,106100.0,82003.952296,0.5444927772416853,43.95824852399204,3.4625763424618885,20.721024817593616,29.6,57.2,38.1,1214.5,677.925,838.7
Butler,2015,26.242279379798788,26.242279379798745,3952248.2507497445,296.5128161109427,12,0.9999999999999986,0.9999999999999984,150606.13422903258,8.850301893858113,True,3952.2482507497443,1167.3,4.0,15.2,78.7,36.2,86.2,185.9,153600.0,105100.0,82003.952296,0.5444927772416853,24.909008086911335,43.95824852399204,3.4625763424618885,17.6,29.6,57.2,1002.0500000000001,1214.5,677.925
Butler,2016,51.43705994659109,51.43705994659102,7746736.754663084,571.5135533181822,12,0.9999999999999986,0.9999999999999984,150606.13422903258,9.00014700402988,True,7746.736754663084,1150.7833333333333,3.75,5.7,84.1,32.0,80.7,191.1,177800.0,100100.0,82003.952296,0.5444927772416853,26.242279379798788,24.909008086911335,43.95824852399204,15.2,17.6,29.6,1167.3,1002.0500000000001,1214.5
Butler,2017,27.082734026859523,27.082734026859484,4078825.8761383872,352.70125486256825,12,0.9999999999999986,0.9999999999999984,150606.13422903258,7.678661091640413,True,4078.8258761383872,868.2,3.0,8.3,85.8,31.5,81.3,190.3,159200.0,106900.0,82003.952296,0.5444927772416853,51.43705994659109,26.242279379798788,24.909008086911335,5.7,15.2,17.6,1150.7833333333333,1167.3,1002.0500000000001
Butler,2018,41.31520443715627,41.31520443715621,6222323.2251622705,657.7338220768196,12,0.9999999999999986,0.9999999999999984,150606.13422903258,6.2814474564652825,True,6222.32322516227,1393.1666666666665,3.0,-0.7,77.1,32.1,79.7,189.6,163000.0,104200.0,82003.952296,0.5444927772416853,27.082734026859523,51.43705994659109,26.242279379798788,8.3,5.7,15.2,868.2,1150.7833333333333,1167.3
Butler,2019,26.33933736361487,26.339337363614835,3966865.7784883487,484.84068947057625,12,0.9999999999999986,0.9999999999999984,150606.13422903258,5.432575676017666,True,3966.8657784883485,1050.2,3.0,-1.5,78.1,33.9,70.8,184.3,168400.0,93400.0,82003.952296,0.5444927772416853,41.31520443715627,27.082734026859523,51.43705994659109,-0.7,8.3,5.7,1393.1666666666665,868.2,1150.7833333333333
